# Canonical payers (company, plan, #raw_variants). Derived from payer-mapping.json.
# The raw→canonical linkage lives in payer-mapping.json — do not lose it.

Fidelis	Ess_plan_prog_mr/Dd/Tbi	1
Fidelis	Essential	2
Fidelis	Essential 1 & 2 (Medicaid)	1
Fidelis	Essential 3 & 4 (Medicaid)	1
Fidelis	Essential Plan 1 - 4_200 - 250	1
Fidelis	Essential Plan 1 & 2	1
Fidelis	Essential Plan 1 & 200 - 250	1
Fidelis	Essential Plan 2	1
Fidelis	Essential Plan 3	1
Fidelis	Essential Plan 3 & 4	1
Fidelis	Essential Plan 4	1
Fidelis	Essential Plan Levels 1 And 2	1
Fidelis	Essential Plan Levels 3 And 4	1
Fidelis	Exchange	4
Fidelis	Exchange Plan	1
Fidelis	FHP	1
Fidelis	FIDA	1
Fidelis	HARP	2
Fidelis	Harp_managed Medicaid	1
Fidelis	Managed Medicaid	1
Fidelis	MAP	1
Fidelis	Mcd - CHP	1
Fidelis	Medicaid	7
Fidelis	Medicaid - FHP	1
Fidelis	Medicaid - Nyee	1
Fidelis	Medicaid And HARP	1
Fidelis	Medicaid/Child Health Plus	1
Fidelis	Medicare	2
Fidelis	Medicare Advantage	6
Fidelis	Medicare Advantage - Nyee	1
Fidelis	Nystateofhealth Plans	1
Fidelis	Qhc	1
Fidelis	Vision Child Health Plus	1
Fidelis	Vision Medicaid	1

First Health	All Commercial Plans	2

Hamaspik	Choice Medicare DSNP	1
Hamaspik	Medicare	1
Hamaspik	Medicare Advantage	2

Healthfirst	(Mhi) Medicare Intra - Network	1
Healthfirst	(Phsp) Medicaid Intra - Network	1
Healthfirst	(Phsp) Medicaid Intra - Network - CHP	1
Healthfirst	All Essential Plans	1
Healthfirst	Blhc Child Health Plus	1
Healthfirst	Blhc Medicaid	1
Healthfirst	Bronze Leaf Exchange	1
Healthfirst	Bronze Leaf Exchange - Nyu/Lmc Risk	1
Healthfirst	Bronze Total, Pro, Plus EPO	1
Healthfirst	Bronze Total, Pro, Plus EPO - Nyu/Lmc	1
Healthfirst	Child Health Plus	3
Healthfirst	Child Health Plus - Nyu/Lmc Risk	1
Healthfirst	CHP	1
Healthfirst	Comm	1
Healthfirst	Commercial & Medicare	1
Healthfirst	Commercial Enrollees	1
Healthfirst	Commercial, Medicare & Fida_paraprofessional	1
Healthfirst	Ess_amb_surg	1
Healthfirst	Ess_hosp_op_dept	1
Healthfirst	Ess_mr/Dd/Tbi	1
Healthfirst	Essential Intra - Network	2
Healthfirst	Essential Plan	6
Healthfirst	Essential Plan 1&2	2
Healthfirst	Essential Plan 200 - 250	1
Healthfirst	Essential Plan 3 & 4	2
Healthfirst	Essential Planlvls 1 & 2	1
Healthfirst	Essential Planlvls 3 & 4	1
Healthfirst	Essentials	1
Healthfirst	Exchange	1
Healthfirst	Exchange Intra - Network	1
Healthfirst	Exchange Non - Risk	1
Healthfirst	Exchange Risk	1
Healthfirst	Exchange Small Group Intra - Network	1
Healthfirst	Exchanges - EPO	1
Healthfirst	Exchanges - EPO - Paraprofessional	1
Healthfirst	FIDA	1
Healthfirst	Gold Leaf Exchange	1
Healthfirst	Gold Total, Pro, Plus EPO	1
Healthfirst	Gold Total, Pro, Plus EPO - Nyu/Lmc Ri	1
Healthfirst	Green Leaf Exchange	1
Healthfirst	Green Leaf Exchange - Nyu/Lmc Risk	1
Healthfirst	HARP	1
Healthfirst	Harp_managed Medicaid HMO Primary Services	1
Healthfirst	Harp_managed Medicaid HMO Specialist Services	1
Healthfirst	Leaf Exchange Plan	1
Healthfirst	Managed Medicaid	1
Healthfirst	MAP	1
Healthfirst	Map_medicare Advantage Primary Services	1
Healthfirst	Map_medicare Advantage Specialist Services	1
Healthfirst	Medicaid	3
Healthfirst	Medicaid & Essential & HARP	1
Healthfirst	Medicaid HARP	1
Healthfirst	Medicaid, Essential 3&4 & HARP - Paraprofessional	1
Healthfirst	Medicaid/Child Health Plus	1
Healthfirst	Medicare	12
Healthfirst	Medicare Adv HMO And PPO/Medicaid Adv Plus/Id Dual Conn (DSNP)	1
Healthfirst	Medicare Advantage	3
Healthfirst	Medicare Advantage PPO	1
Healthfirst	Medicare Blhc	1
Healthfirst	Medicare Enrollees	1
Healthfirst	Medicare Inn/Onn	1
Healthfirst	Medicarenonenrollees	1
Healthfirst	Nystateofhealth Plans	1
Healthfirst	Personal Wellness Plan	1
Healthfirst	Platinum Leaf Exchange	1
Healthfirst	Platinum Total, Pro, Plus EPO	1
Healthfirst	Qhp	1
Healthfirst	Senior Health Partners	1
Healthfirst	Silver	1
Healthfirst	Silver Leaf Exchange	1
